endTime,artistName,trackName,msPlayed
2018-08-27 04:00,Moondog,Do Your Thing,4736
2018-08-27 04:00,Susso,Ansumana,8554
2018-08-27 04:00,Scoundrels,Sexy Weekend,3306
2018-08-27 04:00,Os Mutantes,Baby,533
2018-08-27 04:00,Black Sabbath,Planet Caravan - 2013 Remaster,853
2018-08-27 04:01,Ofege,It's Not Easy,2154
2018-08-27 04:01,Lee Fields & The Expressions,Never Be Another You,1493
2018-08-27 04:01,Neil Young,Walk On - 2017 Remaster,1685
2018-08-27 04:01,The The,Giant,7701
2018-08-27 04:01,Jamie xx,Obvs,8810
2018-08-27 04:01,Yves Tumor,The Feeling When You Walk Away,5311
2018-08-27 04:01,Flo & Eddie,Keep It Warm,4160
2018-08-27 04:01,Menahan Street Band,Three Faces,3200
2018-08-27 04:01,Electrelane,Birds,5568
2018-08-27 04:01,Ofege,It's Not Easy,3285
2018-08-27 04:01,Gayngs,The Gaudy Side of Town,6762
2018-08-27 04:01,Broadcast,Come On Let's Go,5226
2018-08-27 04:01,Fly Golden Eagle,Tangible Intangible,3562
2018-08-27 04:01,Menahan Street Band,Going The Distance,3306
2018-08-27 04:02,James Blake,Love What Happened Here,4074
2018-08-27 04:02,Herbie Hancock,Watermelon Man,4608
2018-08-27 04:02,William Onyeabor,I've Got Love,2645
2018-08-27 04:02,Pete Rock,The Boss,7445
2018-08-27 04:02,Canned Heat,Poor Moon - Bonus Track,4031
2018-08-27 04:02,T. P. Orchestre Poly-Rythmo,Noude Ma Gnin Tche De Me,1941
2018-08-27 04:02,The Olympians,Apollo's Mood,3733
2018-08-27 04:02,Charles Mingus,Freedom,4949
2018-08-27 04:02,Joon Moon,Chess,4416
2018-08-27 04:02,Parliament,Mothership Connection (Star Child),10794
2018-08-27 04:02,Selda Bağcan,İnce İnce Bir Kar Yağar,1109
2018-08-27 04:02,The Isley Brothers,Ohio / Machine Gun,1216
2018-08-27 04:03,Brian Witzig,Take Out,8981
2018-08-27 04:03,Oddisee,Skipping Rocks,3797
2018-08-27 04:03,Dr. Buzzard's Original Savannah Band,Sunshower,3072
2018-08-27 04:03,Lee Dorsey,Give It Up,3264
2018-08-27 04:03,Tipper,Dreamsters,9237
2018-08-27 04:03,Suicide,Dream Baby Dream - Single Edit,3648
2018-08-27 04:03,EPMD,Let The Funk Flow,1066
2018-08-27 04:03,Four Tet,Locked,7253
2018-08-27 04:03,The Equatics,Merry Go Round,4714
2018-08-27 04:03,Madlib,Mystic Bounce,1173
2018-08-27 04:03,Javelin,Intervales Theme,13120
2018-08-27 04:03,Neat Beats,Graffiti on a Tuesday Night,3690
2018-08-27 04:03,Led Zeppelin,Down by the Seaside - 1993 Remaster,1130
2018-08-27 04:03,Led Zeppelin,Down by the Seaside - 1993 Remaster,810
2018-08-27 04:04,ABRA,Fruit,4800
2018-08-27 04:04,Vagabon,Cold Apartment,2816
2018-08-27 04:04,Leon Russell,Out In The Woods,1600
2018-08-27 04:04,Pops Staples,Somebody Was Watching,661
2018-08-27 04:04,Garland Jeffreys,Wild In The Streets,2346
2018-08-27 04:04,Magic Tramps,Magic in the Moonlight,4202
2018-08-27 04:04,The Impressions,Fool for You,2197
2018-08-27 04:04,Arzachel,Queen St. Gang,3050
2018-08-27 04:04,Gal Costa,Baby,4565
2018-08-27 04:04,Harumi,Fire By The River,8362
2018-08-27 04:04,Hurray For The Riff Raff,Pa'lante,2432
2018-08-27 04:04,Ali Farka Touré,Ruby,11285
2018-08-27 04:04,Ninja,Thokda Reha,4223
2018-08-27 04:04,Connan Mockasin,"I'm The Man, That Will Find You",1770
2018-08-27 04:05,Black Books,The Big Idea,10303
2018-08-27 04:05,Odetta,Hit Or Miss - Live,5226
2018-08-27 04:06,Amnesia Scanner,AS Crust,11733
2018-08-27 04:06,Mulatu Astatke,Tezeta,2577
2018-08-27 04:10,Future,Mask Off,204600
2018-08-27 04:14,Calvin Harris,Slide (feat. Frank Ocean & Migos),230813
2018-08-27 04:17,Willie Mitchell,Groovin',179106
2018-08-27 04:23,Pastor T.L. Barrett and the Youth for Christ Choir,Nobody Knows,390680
2018-08-27 04:30,Talaboman,Safe Changes,383696
2018-08-27 04:31,Goat,Trouble in the Streets,102220
2018-08-27 06:02,Goat,Trouble in the Streets,158072
2018-08-27 06:03,William Onyeabor,Heaven and Hell,88518
2018-08-27 22:27,William Onyeabor,Heaven and Hell,154356
2018-08-27 22:32,U.S. Girls,Velvet 4 Sale,224234
2018-08-27 22:39,Asa-Chang & Junray,Hana,403426
2018-08-27 22:44,Colin Stetson,All this I do for glory,301514
2018-08-27 23:13,Colin Stetson,All this I do for glory,5201
2018-08-27 23:13,21 Savage,Still Serving,3320
2018-08-27 23:16,Karen Dalton,Little Bit Of Rain,156893
2018-08-27 23:18,Norma Tanega,You're Dead,91315
2018-08-27 23:21,Lee Hazlewood,Hey Cowboy,204413
2018-08-27 23:23,Aphex Twin,CHEETAHT2 [Ld spectrum],106475
2018-08-27 23:27,Lion,You've Got a Woman,205920
2018-08-27 23:31,Deerhunter,He Would Have Laughed,228503
2018-08-27 23:34,Rachel Sweet,It's So Different Here,171973
2018-08-27 23:42,Four Tet,Planet,438480
2018-08-27 23:43,Alex Chilton,Hey! Little Child,97268
2018-08-27 23:48,MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,19597
2018-08-27 23:48,Vincent Gallo,I Wrote This Song For The Girl Paris Hilton,250066
2018-08-27 23:50,Arca,Piel,5735
2018-08-27 23:50,Dion,Only You Know,101494
2018-08-27 23:55,Kaleidoscope,Let Me Try,199121
2018-08-27 23:56,Everything Is Recorded,Close But Not Quite,6013
2018-08-27 23:56,Sly & The Family Stone,Just Like a Baby,41958
2018-08-27 23:56,Kurt Vile,Lost my Head there,2321
2018-08-27 23:56,Syl Johnson,I'm Talkin' Bout Freedom,2461
2018-08-27 23:57,Ted Hawkins,The Lost Ones,34156
2018-08-27 23:57,Dry Bread,Words to My Song,15441
2018-08-27 23:57,The War On Drugs,Thinking of a Place,2089
2018-08-28 00:02,Against All Logic,Cityfade,261127
2018-08-28 19:19,Mulatu Astatke,Tezeta,368539
2018-08-28 19:23,Future,Mask Off,28397
2018-08-28 19:23,Calvin Harris,Slide (feat. Frank Ocean & Migos),230813
2018-08-28 19:29,Talaboman,Safe Changes,383696
2018-08-28 19:30,Willie Mitchell,Groovin',2670
2018-08-28 19:30,Pastor T.L. Barrett and the Youth for Christ Choir,Nobody Knows,11471
2018-08-28 19:34,Goat,Trouble in the Streets,260306
2018-08-28 19:38,U.S. Girls,Velvet 4 Sale,224234
2018-08-28 19:43,Against All Logic,Cityfade,340741
2018-08-28 19:51,Colin Stetson,All this I do for glory,439733
2018-08-28 19:55,William Onyeabor,Heaven and Hell,243053
2018-08-28 20:02,Asa-Chang & Junray,Hana,403426
2018-08-28 20:06,Kim Jung Mi,It's Raining,252720
2018-08-28 20:10,Nicolas Jaar,America! I'm for the Birds,246283
2018-08-28 20:14,Buzzy Lee,Coolhand,218719
2018-08-28 20:17,Gloria,Beam me up,198055
2018-08-28 20:21,Morabeza Tobacco,TTYL,231610
2018-08-28 20:24,Yves Tumor,The Feeling When You Walk Away,180000
2018-08-28 20:29,Aphex Twin,Alberto Balsalm,310746
2018-08-28 20:33,Yeah Yeah Yeahs,Isis,240106
2018-08-28 20:35,XXXTENTACION,Moonlight,135090
2018-08-28 20:41,Susso,Ansumana,325872
2018-08-28 20:45,Santigold,Run the Road,262644
2018-08-28 20:49,Jamie xx,Obvs,231039
2018-08-28 20:51,Parliament,Mothership Connection (Star Child),103273
2018-08-30 19:29,Parliament,Mothership Connection (Star Child),4053
2018-08-30 19:31,Parliament,Mothership Connection (Star Child),17089
2018-08-30 19:41,Four Tet,Locked,509538
2018-08-30 19:47,Tipper,Dreamsters,329000
2018-08-30 19:52,Brian Witzig,Take Out,284680
2018-08-30 19:55,Future,Mask Off,743
2018-08-30 19:55,Ali Farka Touré,Ruby,214095
2018-08-30 19:55,Calvin Harris,Slide (feat. Frank Ocean & Migos),1068
2018-08-30 19:56,Talaboman,Safe Changes,13026
2018-08-30 19:59,CAN,Turtles Have Short Legs,205219
2018-08-30 20:01,Sampha,(No One Knows Me) Like the Piano,928
2018-08-30 20:01,Wayne Shorter,Ponta de Areia,1160
2018-08-30 20:01,XXXTENTACION,the remedy for a broken heart (why am I so in love),102246
2018-08-30 20:06,The Carters,FRIENDS,17992
2018-08-30 20:06,Tune-Yards,Powa,303800
2018-08-30 20:09,The Mamas & The Papas,Snowqueen Of Texas,156760
2018-08-30 20:15,David Bowie,Lazarus,382386
2018-08-30 20:19,King Krule,Biscuit Town,952
2018-08-30 20:19,KIDS SEE GHOSTS,Reborn,249076
2018-08-30 20:19,Tim Maia,Brother Father Mother Sister,1137
2018-08-30 20:19,XXXTENTACION,SAD!,2159
2018-08-30 20:19,King Krule,La Lune,11099
2018-08-30 20:23,Tee Grizzley,First Day Out (feat. Meek Mill) - Remix,189840
2018-08-30 20:34,The War On Drugs,Thinking of a Place,670666
2018-08-30 20:35,FLOHIO,Watchout,4945
2018-08-30 20:35,Princess Nokia,ABCs of New York,1904
2018-08-30 20:35,Meek Mill,Litty (feat. Tory Lanez),90975
2018-08-30 20:36,Ibeyi,Deathless,2902
2018-08-30 20:36,Jorja Smith,On My Mind (Jorja Smith X Preditah),1021
2018-08-30 20:36,XXXTENTACION,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",1091
2018-08-30 20:38,Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),165226
2018-08-30 20:42,Arca,Desafío,233079
2018-08-30 20:46,Sampha,(No One Knows Me) Like the Piano,218160
2018-08-30 20:49,Meek Mill,Stay Woke (feat. Miguel),212500
2018-08-30 20:54,Jackson C. Frank,China Blue,258373
2018-08-30 21:01,Kamasi Washington,Truth,289285
2018-08-30 21:04,Max B,Give Dem Hoes Up,3413
2018-08-30 21:04,Charlotte Gainsbourg,Deadly Valentine,1996
2018-08-30 21:04,Shannon and The Clams,The Boy,182786
2018-08-30 21:04,JJ DOOM,Banished (feat. Beck) - Beck Remix,1253
2018-08-30 21:04,SOB X RBE,Paramedic!,18239
2018-08-30 21:05,Volta Jazz,Djougou Toro,10588
2018-08-30 21:05,Atlas Sound,Walkabout (W/ Noah Lennox),7198
2018-08-30 21:05,Julia Holter,Sea Calls Me Home,3065
2018-08-30 21:09,Rich The Kid,Dead Friends,25774
2018-08-30 21:09,The Velvet Underground,Rock and Roll - Full Length Version; 2015 Remaster,217382
2018-08-30 21:09,Frank Ocean,Biking,3134
2018-08-30 21:14,Lijadu Sisters,Not Any Longer,267888
2018-09-01 03:15,Calvin Harris,Slide (feat. Frank Ocean & Migos),21060
2018-09-01 03:15,Pastor T.L. Barrett and the Youth for Christ Choir,Nobody Knows,28039
2018-09-01 03:18,Willie Mitchell,Groovin',179106
2018-09-01 03:22,The Kinks,Powerman,256266
2018-09-01 03:26,Colin Stetson,All this I do for glory,206749
2018-09-01 03:26,U.S. Girls,Velvet 4 Sale,16300
2018-09-01 03:33,Stereolab,Lo Boob Oscillator,396637
2018-09-01 03:40,Songs: Ohia,Farewell Transmission,442106
2018-09-01 03:42,The Flamingos,I Only Have Eyes for You,2043
2018-09-01 03:42,Moodymann,Desire,89030
2018-09-01 03:45,Sister Nancy,Bam Bam,196506
2018-09-01 03:49,Sharon Jones & The Dap-Kings,Inspiration Information,218723
2019-06-25 00:35,Bob Dylan,Sad-Eyed Lady of the Lowlands,679106
2019-06-25 00:44,Bob Dylan,Rainy Day Women #12 & 35,274066
2019-06-25 00:48,Bob Dylan,Pledging My Time,227866
2019-06-25 00:55,Bob Dylan,Visions of Johanna,451133
2019-06-25 01:00,Bob Dylan,One of Us Must Know (Sooner or Later),292440
2019-06-25 01:03,Bob Dylan,I Want You,185200
2019-06-25 01:10,Bob Dylan,Stuck Inside of Mobile with the Memphis Blues Again,423666
2019-06-25 01:14,Bob Dylan,Leopard-Skin Pill-Box Hat,236333
2019-06-25 01:19,Bob Dylan,Just Like a Woman,290466
2019-06-25 01:25,Bob Dylan,Most Likely You Go Your Way (And I'll Go Mine),207293
2019-06-25 01:30,Bob Dylan,Temporary Like Achilles,300306
2019-06-25 01:35,Bob Dylan,Absolutely Sweet Marie,294200
2019-06-25 01:39,Bob Dylan,Fourth Time Around,272600
2019-06-25 01:43,Bob Dylan,Obviously Five Believers,213026
2019-06-25 01:52,Bob Dylan,Sad-Eyed Lady of the Lowlands,480692
2019-06-25 14:30,Bob Dylan,Sad-Eyed Lady of the Lowlands,14210
2019-06-25 14:35,Pusha T,Millions,309946
2019-06-25 14:39,Jimmy Cliff,The Harder They Come,220533
2019-06-25 14:42,Bone Thugs-N-Harmony,Tha Crossroads,223546
2019-06-25 14:50,Gayngs,Faded High,448466
2019-06-25 14:57,Nine Inch Nails,Head Like A Hole,299640
2019-06-25 14:59,Hudson Mohawke,Ryderz,162453
2019-06-26 01:26,Stereolab,Diagonals,315120
2019-06-26 01:29,T. Rex,Life Is Strange,150600
2019-06-26 01:34,Parliament,Chocolate City,336426
2019-06-26 01:38,The Slickers,Johnny Too Bad,185840
2019-06-26 01:48,Kendrick Lamar,m.A.A.d city,350120
2019-06-26 01:51,The Maytals,Sweet and Dandy,188253
2019-06-26 01:56,Bone Thugs-N-Harmony,1st of Tha Month,314680
2019-06-26 01:57,Nine Inch Nails,Sin,51741
2019-06-26 01:59,U.S. Girls,Damn That Valley,93135
2019-06-26 14:29,U.S. Girls,Damn That Valley,3181
2019-06-26 14:31,Death Grips,The Fever (Aye Aye),89675
2019-06-26 14:37,Hundred Waters,Sonnet - Original Mix,369230
2019-06-26 14:43,Parliament,Give Up The Funk (Tear The Roof Off The Sucker),348066
2019-06-26 14:47,Fruit Bats,Flamingo,241773
2019-06-26 14:50,Tom Petty,Time To Move On,195333
2019-06-26 14:54,Open Mike Eagle,Admitting the Endorphin Addiction,208583
2019-06-26 14:58,Parliament,Unfunky UFO,264093
2019-06-26 15:03,Kendrick Lamar,The Art of Peer Pressure,324533
2019-06-26 15:09,Grateful Dead,Mississippi Half-Step Uptown Toodeloo - 2013 Remaster,344760
2019-06-26 15:10,Bob Dylan,Subterranean Homesick Blues,24106
2019-06-26 15:13,Grateful Dead,Friend of the Devil,201866
2019-06-26 15:18,Grateful Dead,Casey Jones - 2013 Remaster,265067
2019-06-27 01:16,Grateful Dead,Ripple - 2013 Remaster,249733
2019-06-27 01:20,Grateful Dead,Scarlet Begonias - 2013 Remaster,259702
2019-06-27 01:26,Grateful Dead,Box of Rain - 2013 Remaster,318929
2019-06-27 01:32,Grateful Dead,Touch of Grey,347826
2019-06-27 01:38,Grateful Dead,"Brown-Eyed Women - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",348946
2019-06-27 01:43,Grateful Dead,Shakedown Street - 2013 Remaster,300209
2019-06-27 01:48,Grateful Dead,Truckin' - 2001 Remaster,305360
2019-06-27 01:53,Grateful Dead,Althea - 2013 Remaster,274811
2019-06-27 01:56,Grateful Dead,Dire Wolf - 2013 Remaster,194491
2019-06-27 02:02,Grateful Dead,That's It for the Other One (Parts I-IV),4852
2019-06-27 02:02,Grateful Dead,Sugar Magnolia - 2001 Remaster,163246
2019-06-27 02:02,Grateful Dead,Box of Rain - 2001 Remaster,11261
2019-06-27 02:03,Grateful Dead,Uncle John's Band - 2013 Remaster,21966
2019-06-27 02:05,Grateful Dead,The Golden Road - 2015 Remaster,131133
2019-06-27 02:07,Grateful Dead,Cream Puff War - 2015 Remaster,102409
2019-06-27 02:09,Grateful Dead,Born Cross-Eyed - 2015 Remaster,117864
2019-06-27 02:11,Grateful Dead,Dark Star - Single Version; 2015 Remaster,145635
2019-06-27 02:16,Grateful Dead,St. Stephen - 2015 Remaster,266560
2019-06-27 02:19,Grateful Dead,China Cat Sunflower - 2015 Remaster,221213
2019-06-27 02:24,Grateful Dead,Easy Wind - 2015 Remaster,11759
2019-06-27 02:24,Grateful Dead,Uncle John's Band - 2015 Remaster,284373
2019-06-27 02:29,Grateful Dead,Casey Jones - 2015 Remaster,265066
2019-06-27 02:34,Grateful Dead,Truckin' - 2015 Remaster,306680
2019-06-27 02:39,Grateful Dead,Box of Rain - 2015 Remaster,318920
2019-06-27 02:42,Grateful Dead,Sugar Magnolia - 2015 Remaster,197440
2019-06-27 02:46,Grateful Dead,Friend of the Devil - 2015 Remaster,203986
2019-06-27 02:50,Grateful Dead,Ripple - 2015 Remaster,251146
2019-06-27 03:33,Grateful Dead,Eyes of the World - 2015 Remaster,317946
2019-06-27 03:39,Grateful Dead,Unbroken Chain - 2015 Remaster,405186
2019-06-27 03:44,Grateful Dead,Scarlet Begonias - 2015 Remaster,259333
2019-06-27 03:47,Grateful Dead,The Music Never Stopped - 2015 Remaster,209882
2019-06-27 03:53,Grateful Dead,Estimated Prophet - 2015 Remaster,337013
2019-06-27 04:00,Grateful Dead,Terrapin Station - 2015 Remaster,453544
2019-06-27 14:57,Grateful Dead,Terrapin Station - 2015 Remaster,300791
2019-06-27 14:58,Grateful Dead,Shakedown Street - 2015 Remaster,76695
2019-06-27 15:02,Grateful Dead,I Need a Miracle - 2015 Remaster,215346
2019-06-27 15:06,Grateful Dead,Fire on the Mountain - 2015 Remaster,229000
2019-06-27 15:11,Grateful Dead,Feel like a Stranger - 2015 Remaster,308466
2019-06-27 15:15,Grateful Dead,Far from Me - 2015 Remaster,220800
2019-06-27 15:37,Grateful Dead,Touch of Grey - 2015 Remaster,350213
2019-06-27 15:38,Grateful Dead,Hell in a Bucket - 2015 Remaster,40786
2019-06-28 02:49,Grateful Dead,Throwing Stones - 2015 Remaster,421163
2019-06-28 02:55,Grateful Dead,Black Muddy River - 2015 Remaster,359600
2019-06-28 02:56,Grateful Dead,Blow Away - 2015 Remaster,85712
2019-06-28 03:05,Jimi Hendrix,All Along the Watchtower,240800
2019-06-28 03:08,The Who,My Generation - Stereo Version,198706
2019-06-28 03:12,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,222746
2019-06-28 03:14,The Doors,"Hello, I Love You",133200
2019-06-28 03:20,Led Zeppelin,Whole Lotta Love - 1990 Remaster,333893
2019-06-28 03:27,The Beatles,Hey Jude - Remastered 2015,425653
2019-06-28 03:32,Cream,White Room,303200
2019-06-28 03:34,The Kinks,You Really Got Me - Mono Mix,134253
2019-06-28 03:36,The Beach Boys,Surfin' U.S.A. - Remastered,149373
2019-06-28 03:39,Roy Orbison,"Oh, Pretty Woman",178933
2019-06-28 03:42,The Beatles,Back In The U.S.S.R. - Remastered 2009,163453
2019-06-28 03:45,Buffalo Springfield,For What It's Worth,153693
2019-06-28 03:47,Creedence Clearwater Revival,Fortunate Son,140773
2019-06-28 03:51,The Animals,House Of The Rising Sun,3627
2019-06-28 03:51,Steppenwolf,Born To Be Wild - Single Version,212893
2019-06-28 14:31,The Animals,House Of The Rising Sun,7128
2019-06-28 14:32,FKA twigs,cellophane,17345
2019-06-28 14:33,Joe Bataan,Gypsy Woman - Demo Version,52918
2019-06-28 14:37,Paul White,Returning,273186
2019-06-28 14:38,Flying Lotus,Getting There,39062
2019-06-28 14:41,Chance the Rapper,Good Ass Intro,177818
2019-06-28 14:43,Chance the Rapper,Pusha Man,99729
2019-06-28 23:10,Bob Dylan,Tangled up in Blue,1250803
2019-06-28 23:15,Bob Dylan,Simple Twist of Fate,256800
2019-06-28 23:34,Bob Dylan,You're a Big Girl Now,252979
2019-06-28 23:34,Bob Dylan,Simple Twist of Fate,2879
2019-06-28 23:40,Bob Dylan,Tangled up in Blue,341626
2019-06-29 06:21,Aphex Twin,#3,14280
2019-06-29 06:21,William Bell,I Forgot To Be Your Lover,11981
2019-06-29 06:21,Bob Dylan,Simple Twist of Fate,24639
2019-06-29 06:22,Grateful Dead,Unbroken Chain - 2013 Remaster,1532
2019-06-29 06:22,Roger Miller,Little Green Apples - Single Version,59234
2019-06-29 06:22,Flatt & Scruggs,"Foggy Mountain Breakdown - Featured in the Motion Picture ""Bonnie and Clyde""",1439
2019-06-29 06:26,Volta Jazz,Bi Kameleou,240880
2019-06-29 06:30,Kojey Radical,If Only,262022
2019-06-29 06:32,Marie Davidson,La Ecstase,58411
2019-06-29 06:37,Rival Consoles,Dreamer's Wake,304162
2019-06-29 06:41,Aphex Twin,Alberto Balsalm,263947
2019-06-29 15:28,Fairport Convention,Matty Groves,102167
2019-06-29 15:34,Lee Hazlewood,Your Sweet Love,245920
2019-06-29 15:36,Ultimate Spinach,Gilded Lamp of the Cosmos (Behold & See) [Original Mono Mix],113117
2019-07-09 18:48,Led Zeppelin,Good Times Bad Times - Remaster,166106
2019-07-09 18:55,Led Zeppelin,Babe I'm Gonna Leave You - 2014 Remaster,402760
2019-07-09 19:01,Led Zeppelin,You Shook Me - 2014 Remaster,388467
2019-07-09 19:09,Led Zeppelin,Dazed and Confused - 2014 Remaster,388667
2019-07-09 23:29,Led Zeppelin,Your Time Is Gonna Come - 2014 Remaster,274693
2019-07-09 23:32,Led Zeppelin,Black Mountain Side - 2014 Remaster,132587
2019-07-09 23:34,Led Zeppelin,Communication Breakdown - 2014 Remaster,150200
2019-07-09 23:39,Led Zeppelin,I Can't Quit You Baby - 2014 Remaster,282720
2019-07-10 00:42,Led Zeppelin,How Many More Times - 2014 Remaster,507749
2019-07-10 00:45,Led Zeppelin,Good Times Bad Times - Remaster,166106
